V;Fe;-7;checked;-176
Cr;Fe;-1;checked;-8
Co;Fe;-1;checked;-60
Ni;Fe;-2;checked;-97
Mn;Fe;0;checked;9
Ti;Fe;-17;checked;-418
V;Cr;-2;checked;-88
V;Co;-14;checked;-199
V;Ni;-18;checked;-250
V;Mn;-1;checked;-286
V;Ti;-2;checked;37
Co;Cr;-4;checked;5
Ni;Cr;-7;checked;-30
Mn;Cr;2;checked;-110
Ti;Cr;-7;checked;-372
Co;Ni;0;checked;-21
Co;Mn;-5;checked;-19
Co;Ti;-28;checked;-386
Ni;Mn;-8;checked;-115
Ni;Ti;-35;checked;-435
Mn;Ti;-8;checked;-277
Al;Si;-19;checked
Al;Ca;-20;checked
Al;Sc;-38;checked
Al;Ti;-30;checked
Al;V;-16;checked
Al;Cr;-10;checked
Al;Mn;-19;checked
Al;Fe;-11;checked
Al;Co;-19;checked
Al;Ni;-22;checked
Al;Cu;-1;checked
Al;Zn;1;checked
Al;Y;-38;checked
Al;Zr;-44;checked
Al;Nb;-18;checked
Al;Mo;-5;checked
Fe;Y;-1;checked
Fe;Zr;-25;checked
Fe;Nb;-16;checked;-2505
Fe;Mo;-2;checked;-484
Co;Y;-22;checked
Co;Zr;-41;checked
Co;Nb;-25;checked;-150
Co;Mo;-5;checked;-52
Ni;Y;-31;checked
Ni;Zr;-49;checked
Ni;Nb;-30;checked;-316
Ni;Mo;-7;checked;-100
Cu;Y;-22;checked
Cu;Zr;-23;checked
Cu;Nb;3;checked;-29
Cu;Mo;19;checked;83
Zn;Y;-31;checked
Zn;Zr;-29;checked
Zn;Nb;-1;checked;-160
Zn;Mo;12;checked;-42
Cu;Fe;13;checked;65
Cu;Mn;4;checked;29
Cu;Ni;4;checked;-6
Cu;Ti;-9;checked;-147
Cu;V;5;checked;13
Cu;Cr;12;checked;108
Cu;Co;6;checked;54
Zn;Cu;1;checked;-92
Zn;Ni;-9;checked;-256
Zn;Co;-5;checked;-58
Zn;Fe;4;checked;-23
Zn;Mn;-6;checked;-25
Zn;Cr;5;checked;44
Zn;V;-2;checked;-51
Zn;Ti;-15;checked;-198
V;Y;17;checked
V;Zr;-4;checked
V;Nb;-1;checked;-56
V;Mo;0;checked;-127
Ti;Y;15;checked
Ti;Zr;0;checked
Ti;Nb;2;checked;11
Ti;Mo;-4;checked;-167
Cr;Y;11;checked
Cr;Zr;-12;checked
Cr;Nb;-7;checked;-47
Cr;Mo;0;checked;42
Mn;Y;-1;checked
Mn;Zr;-15;checked
Mn;Nb;-4;checked;-153
Mn;Mo;5;checked;-137
Y;Zr;9;checked
Y;Nb;30;checked
Y;Mo;24;checked
Zr;Nb;4;checked
Zr;Mo;-6;checked
Nb;Mo;-6;checked;-133
Si;Al;-21;checked
Si;V;-48;checked
Si;Ti;-66;checked
Si;Cr;-37;checked
Si;Mn;-45;checked
Si;Fe;-35;checked
Si;Co;-38;checked
Si;Ni;-40;checked
Si;Cu;-19;checked
Si;Zn;-18;checked
Si;Y;-73;checked
Si;Zr;-84;checked
Si;Nb;-56;checked
Si;Mo;-35;checked
W;Al;-2;checked
W;Si;-31;checked
W;Ti;-6;checked;-82
W;V;-1;checked;-97
W;Cr;1;checked;26
W;Mn;6;checked;-92
W;Fe;0;checked;-554
W;Co;-1;checked;-84
W;Ni;-3;checked;-116
W;Cu;22;checked;129
W;Zn;15;checked;58
W;Y;24;checked
W;Zr;-9;checked
W;Nb;-8;checked;-76
W;Mo;0;checked;-8
Ta;Al;-19;checked
Ta;Si;-56;checked
Ta;Ti;1;checked;31
Ta;V;-1;checked;-122
Ta;Cr;-7;checked;-130
Ta;Mn;-4;checked;-254
Ta;Fe;-15;checked;-3468
Ta;Co;-24;checked;-253
Ta;Ni;-29;checked;-746
Ta;Cu;2;checked;28
Ta;Zn;-3;checked;-88
Ta;Y;27;checked
Ta;Zr;3;checked
Ta;Nb;0;checked;-10
Ta;Mo;-5;checked;-193
Hf;Al;-39;checked
Hf;Si;-77;checked
Hf;Ti;0;checked
Hf;V;-2;checked
Hf;Cr;-9;checked
Hf;Mn;-12;checked
Hf;Fe;-21;checked
Hf;Co;-35;checked
Hf;Ni;-42;checked
Hf;Cu;-17;checked
Hf;Zn;-24;checked
Hf;Y;11;checked
Hf;Zr;0;checked
Hf;Nb;4;checked
Hf;Mo;-4;checked
Hf;Ta;3;checked
Hf;W;-6;checked
Ta;W;-7;checked;-114
Sn;Al;4;checked
Sn;Si;-11;checked
Sn;Ti;-21;checked
Sn;V;-1;checked
Sn;Cr;10;checked
Sn;Mn;-7;checked
Sn;Fe;11;checked
Sn;Co;0;checked
Sn;Ni;-4;checked
Sn;Cu;7;checked
Sn;Zn;1;checked
Sn;Y;-51;checked
Sn;Zr;-43;checked
Sn;Nb;-1;checked
Sn;Mo;20;checked
Sn;Ta;-3;checked
Sn;W;27;checked
Sn;Hf;-35;checked
